step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,alertID
3,DEPOSIT,517.52,64,0.0,0.0,40,0.0,517.52,0,-1
3,CHECK,517.52,64,0.0,0.0,53,0.0,517.52,0,-1
3,CHECK,517.52,64,0.0,0.0,75,181.44,698.97,0,-1
3,CREDIT,278.26,83,0.0,0.0,88,278.26,556.52,0,-1
3,CREDIT,100.11,40,517.52,417.41,82,100.11,200.22,0,-1
3,DEPOSIT,149.36,41,0.0,0.0,99,1124.35,1273.71,0,-1
3,CHECK,465.04,44,0.0,0.0,88,556.52,1021.56,0,-1
3,CHECK,58.6,1,0.0,0.0,49,0.0,58.6,0,-1
3,CHECK,58.6,1,0.0,0.0,61,320.64,379.24,0,-1
3,DEPOSIT,58.6,1,0.0,0.0,97,574.21,632.82,0,-1
3,WIRE,574.09,45,0.0,0.0,78,0.0,574.09,0,-1
3,CHECK,489.0,65,0.0,0.0,22,0.0,489.0,0,-1
3,CHECK,489.0,65,0.0,0.0,23,0.0,489.0,0,-1
3,CHECK,489.0,65,0.0,0.0,79,671.55,1160.55,0,-1
3,CREDIT,489.0,65,0.0,0.0,9,517.52,1006.52,0,-1
3,CREDIT,489.0,65,0.0,0.0,82,200.22,689.21,0,-1
3,CHECK,489.0,65,0.0,0.0,94,502.09,991.09,0,-1
3,CHECK,489.0,65,0.0,0.0,63,0.0,489.0,0,-1
3,DEPOSIT,489.0,65,0.0,0.0,86,392.76,881.77,0,-1
3,WIRE,489.0,65,0.0,0.0,87,0.0,489.0,0,-1
3,DEPOSIT,248.77,43,0.0,0.0,33,248.77,497.55,0,-1
3,CHECK,190.69,22,489.0,298.3,56,0.0,190.69,0,-1
3,CHECK,373.51,42,0.0,0.0,77,563.33,936.85,0,-1
3,DEPOSIT,94.7,2,0.0,0.0,58,0.0,94.7,0,-1
3,DEPOSIT,94.7,2,0.0,0.0,50,0.0,94.7,0,-1
3,CREDIT,94.7,2,0.0,0.0,86,881.77,976.47,0,-1
4,DEPOSIT,149.36,41,0.0,0.0,99,1273.71,1423.08,0,-1
4,CHECK,373.51,42,0.0,0.0,77,936.85,1310.38,0,-1
4,CREDIT,465.04,44,0.0,0.0,88,1021.56,1486.6,0,-1
4,DEPOSIT,455.13,85,713.41,258.27,11,0.0,455.13,0,-1
4,DEPOSIT,100.11,40,417.41,317.3,82,689.21,789.33,0,-1
4,DEPOSIT,119.11,46,392.76,273.65,11,455.13,574.23,0,-1
4,DEPOSIT,192.3,81,517.52,325.21,89,320.64,512.95,0,-1
4,CHECK,248.77,43,0.0,0.0,33,497.55,746.33,0,-1
4,CHECK,630.51,25,0.0,0.0,29,0.0,630.51,0,-1
4,CREDIT,159.63,66,0.0,0.0,1,0.0,159.63,0,-1
4,DEPOSIT,159.63,66,0.0,0.0,57,0.0,159.63,0,-1
4,CHECK,159.63,66,0.0,0.0,3,0.0,159.63,0,-1
4,DEPOSIT,159.63,66,0.0,0.0,29,630.51,790.14,0,-1
4,CHECK,159.63,66,0.0,0.0,19,0.0,159.63,0,-1
4,DEPOSIT,159.63,66,0.0,0.0,92,320.64,480.27,0,-1
4,CHECK,159.63,66,0.0,0.0,82,789.33,948.96,0,-1
4,CREDIT,159.63,66,0.0,0.0,97,632.82,792.45,0,-1
4,CREDIT,159.63,66,0.0,0.0,43,0.0,159.63,0,-1
4,CHECK,156.75,47,0.0,0.0,77,1310.38,1467.13,0,-1
4,CHECK,574.09,45,0.0,0.0,78,574.09,1148.18,0,-1
4,CHECK,541.05,84,392.76,0.0,99,1423.08,1964.14,0,-1
4,DEPOSIT,181.16,86,976.47,795.31,99,1964.14,2145.3,0,-1
4,CREDIT,138.49,67,154.02,15.53,49,58.6,197.09,0,-1
4,CHECK,138.49,67,15.53,0.0,90,181.44,319.94,0,-1
4,CHECK,138.49,67,0.0,0.0,71,181.44,319.94,0,-1
4,CHECK,138.49,67,0.0,0.0,94,991.09,1129.58,0,-1
4,CREDIT,138.49,67,0.0,0.0,84,0.0,138.49,0,-1
4,CREDIT,138.49,67,0.0,0.0,73,0.0,138.49,0,-1
4,CHECK,138.49,67,0.0,0.0,43,159.63,298.11,0,-1
4,DEPOSIT,138.49,67,0.0,0.0,87,489.0,627.48,0,-1
5,CHECK,44.59,6,154.02,109.43,25,0.0,44.59,0,-1
5,CREDIT,44.59,6,109.43,64.83,93,0.0,44.59,0,-1
5,CREDIT,44.59,6,64.83,20.24,94,1129.58,1174.17,0,-1
5,DEPOSIT,44.59,6,20.24,0.0,30,0.0,44.59,0,-1
5,CHECK,465.04,44,0.0,0.0,88,1486.6,1951.64,0,-1
5,DEPOSIT,184.94,87,627.48,442.54,89,512.95,697.9,0,-1
5,CREDIT,755.72,25,44.59,0.0,93,44.59,800.31,0,-1
5,DEPOSIT,379.01,88,1951.64,1572.63,77,1467.13,1846.14,0,-1
5,DEPOSIT,149.36,41,0.0,0.0,99,2145.3,2294.65,0,-1
5,DEPOSIT,258.07,69,0.0,0.0,99,2294.65,2552.72,0,-1
5,CHECK,258.07,69,0.0,0.0,69,0.0,258.07,0,-1
5,DEPOSIT,258.07,69,258.07,0.0,48,0.0,258.07,0,-1
5,CHECK,258.07,69,0.0,0.0,16,0.0,258.07,0,-1
5,CHECK,258.07,69,0.0,0.0,94,1174.17,1432.24,0,-1
5,DEPOSIT,258.07,69,0.0,0.0,95,392.76,650.83,0,-1
5,DEPOSIT,258.07,69,0.0,0.0,85,258.27,516.34,0,-1
5,DEPOSIT,258.07,69,0.0,0.0,53,517.52,775.59,0,-1
5,CHECK,258.07,69,0.0,0.0,42,0.0,258.07,0,-1
5,DEPOSIT,574.09,45,0.0,0.0,78,1148.18,1722.27,0,-1
5,CREDIT,373.51,42,258.07,0.0,77,1846.14,2219.65,0,-1
5,DEPOSIT,455.13,85,516.34,61.22,11,574.23,1029.36,0,-1
5,CREDIT,156.75,47,0.0,0.0,77,2219.65,2376.4,0,-1
5,CHECK,100.11,40,317.3,217.19,82,948.96,1049.07,0,-1
5,CREDIT,315.13,68,0.0,0.0,57,159.63,474.76,0,-1
5,DEPOSIT,315.13,68,0.0,0.0,24,517.52,832.65,0,-1
5,CHECK,315.13,68,0.0,0.0,70,0.0,315.13,0,-1
5,CREDIT,315.13,68,0.0,0.0,60,0.0,315.13,0,-1
5,DEPOSIT,315.13,68,0.0,0.0,93,800.31,1115.44,0,-1
5,DEPOSIT,315.13,68,0.0,0.0,82,1049.07,1364.19,0,-1
5,CHECK,315.13,68,0.0,0.0,84,138.49,453.61,0,-1
5,DEPOSIT,315.13,68,0.0,0.0,41,0.0,315.13,0,-1
5,DEPOSIT,315.13,68,0.0,0.0,43,298.11,613.25,0,-1
5,CREDIT,315.13,68,0.0,0.0,87,442.54,757.67,0,-1
5,DEPOSIT,247.72,48,258.07,10.35,99,2552.72,2800.44,0,-1
5,CHECK,393.51,49,197.09,0.0,1,159.63,553.14,0,-1
5,CHECK,310.93,24,832.65,521.71,26,392.76,703.7,0,-1
5,CHECK,248.77,43,613.25,364.47,33,746.33,995.11,0,-1
5,CHECK,308.11,82,1364.19,1056.08,99,2800.44,3108.57,0,-1
5,WIRE,119.11,46,273.65,154.54,11,1029.36,1148.47,0,-1
6,DEPOSIT,455.13,85,61.22,0.0,11,1148.47,1603.6,0,-1
6,DEPOSIT,119.11,46,154.54,35.43,11,1603.6,1722.71,0,-1
6,DEPOSIT,149.36,41,315.13,165.77,99,3108.57,3257.92,0,-1
6,CREDIT,144.8,51,392.76,247.96,89,697.9,842.7,0,-1
6,CREDIT,118.94,70,315.13,196.19,88,1572.63,1691.57,0,-1
6,CHECK,118.94,70,196.19,77.25,69,0.0,118.94,0,-1
6,CHECK,118.94,70,77.25,0.0,16,258.07,377.01,0,-1
6,DEPOSIT,118.94,70,0.0,0.0,39,0.0,118.94,0,-1
6,DEPOSIT,118.94,70,0.0,0.0,80,0.0,118.94,0,-1
6,WIRE,118.94,70,0.0,0.0,93,1115.44,1234.38,0,-1
6,DEPOSIT,118.94,70,0.0,0.0,95,650.83,769.78,0,-1
6,CHECK,118.94,70,0.0,0.0,42,0.0,118.94,0,-1
6,CHECK,118.94,70,0.0,0.0,97,792.45,911.39,0,-1
6,WIRE,118.94,70,0.0,0.0,98,0.0,118.94,0,-1
6,CHECK,373.51,42,118.94,0.0,77,2376.4,2749.92,0,-1
6,DEPOSIT,100.11,40,217.19,117.08,82,1056.08,1156.19,0,-1
6,CHECK,465.04,44,0.0,0.0,88,1691.57,2156.61,0,-1
6,CHECK,574.09,45,0.0,0.0,78,1722.27,2296.36,0,-1
6,DEPOSIT,181.16,86,795.31,614.15,99,3257.92,3439.09,0,-1
6,CHECK,73.83,8,0.0,0.0,66,0.0,73.83,0,-1
6,WIRE,73.83,8,0.0,0.0,57,474.76,548.59,0,-1
6,CHECK,73.83,8,0.0,0.0,61,379.24,453.07,0,-1
6,DEPOSIT,73.83,8,0.0,0.0,73,138.49,212.32,0,-1
6,DEPOSIT,248.77,43,364.47,115.69,33,995.11,1243.9,0,-1
6,WIRE,156.75,47,0.0,0.0,77,2749.92,2906.67,0,-1
6,CHECK,393.51,49,0.0,0.0,1,553.14,946.65,0,-1
6,DEPOSIT,118.66,71,319.94,201.27,99,3439.09,3557.76,0,-1
6,CREDIT,118.66,71,201.27,82.6,56,190.69,309.36,0,-1
6,DEPOSIT,118.66,71,82.6,0.0,24,521.71,640.38,0,-1
6,DEPOSIT,118.66,71,0.0,0.0,81,325.21,443.88,0,-1
6,CHECK,118.66,71,0.0,0.0,62,0.0,118.66,0,-1
6,DEPOSIT,118.66,71,0.0,0.0,75,698.97,817.64,0,-1
6,CHECK,118.66,71,0.0,0.0,97,911.39,1030.05,0,-1
6,DEPOSIT,118.66,71,0.0,0.0,98,118.94,237.61,0,-1
6,CREDIT,118.66,71,0.0,0.0,65,0.0,118.66,0,-1
6,DEPOSIT,247.72,48,10.35,0.0,99,3557.76,3805.47,0,-1
6,DEPOSIT,180.32,50,94.7,0.0,23,489.0,669.32,0,-1
7,CREDIT,373.51,42,0.0,0.0,77,2906.67,3280.19,0,-1
7,WIRE,156.75,47,0.0,0.0,77,3280.19,3436.94,0,-1
7,CHECK,268.27,31,320.64,52.36,77,3436.94,3705.22,0,-1
7,CREDIT,30.09,11,1722.71,1692.62,46,35.43,65.53,0,-1
7,CREDIT,30.09,11,1692.62,1662.53,26,703.7,733.79,0,-1
7,DEPOSIT,30.09,11,1662.53,1632.43,74,474.67,504.76,0,-1
7,CHECK,30.09,11,1632.43,1602.34,86,614.15,644.24,0,-1
7,CREDIT,30.09,11,1602.34,1572.25,98,237.61,267.7,0,-1
7,CHECK,144.8,51,247.96,103.16,89,842.7,987.5,0,-1
7,CHECK,465.04,44,0.0,0.0,88,2156.61,2621.65,0,-1
7,CHECK,216.08,52,0.0,0.0,77,3705.22,3921.31,0,-1
7,WIRE,79.16,9,1006.52,927.35,77,3921.31,4000.48,0,-1
7,DEPOSIT,79.16,9,927.35,848.18,23,669.32,748.48,0,-1
7,DEPOSIT,79.16,9,848.18,769.01,38,0.0,79.16,0,-1
7,CHECK,79.16,9,769.01,689.84,70,0.0,79.16,0,-1
7,DEPOSIT,574.09,45,0.0,0.0,78,2296.36,2870.45,0,-1
7,DEPOSIT,192.3,81,443.88,251.57,89,987.5,1179.81,0,-1
7,CHECK,308.11,82,1156.19,848.07,99,3805.47,4113.6,0,-1
7,CHECK,180.32,50,0.0,0.0,23,748.48,928.8,0,-1
7,CHECK,393.51,49,0.0,0.0,1,946.65,1340.16,0,-1
7,CREDIT,248.77,43,115.69,0.0,33,1243.9,1492.67,0,-1
7,CHECK,331.32,73,212.32,0.0,22,298.3,629.63,0,-1
7,CREDIT,331.32,73,0.0,0.0,88,2621.65,2952.97,0,-1
7,CREDIT,331.32,73,0.0,0.0,24,640.38,971.71,0,-1
7,WIRE,331.32,73,0.0,0.0,79,1160.55,1491.88,0,-1
7,DEPOSIT,331.32,73,0.0,0.0,46,65.53,396.86,0,-1
7,DEPOSIT,331.32,73,0.0,0.0,15,320.64,651.96,0,-1
7,CREDIT,331.32,73,0.0,0.0,90,319.94,651.27,0,-1
7,WIRE,331.32,73,0.0,0.0,93,1234.38,1565.71,0,-1
7,CHECK,331.32,73,0.0,0.0,85,0.0,331.32,0,-1
7,CHECK,331.32,73,0.0,0.0,98,267.7,599.03,0,-1
7,DEPOSIT,317.95,89,1179.81,861.85,88,2952.97,3270.93,0,-1
7,CHECK,322.54,72,0.0,0.0,55,184.44,506.98,0,-1
7,CHECK,322.54,72,0.0,0.0,99,4113.6,4436.14,0,-1
7,CREDIT,322.54,72,0.0,0.0,39,118.94,441.48,0,-1
7,CHECK,322.54,72,0.0,0.0,90,651.27,973.81,0,-1
7,CREDIT,322.54,72,0.0,0.0,80,118.94,441.48,0,-1
7,CHECK,322.54,72,0.0,0.0,92,480.27,802.82,0,-1
7,CREDIT,322.54,72,0.0,0.0,50,0.0,322.54,0,-1
7,CHECK,322.54,72,0.0,0.0,73,0.0,322.54,0,-1
7,CHECK,322.54,72,0.0,0.0,62,118.66,441.21,0,-1
7,DEPOSIT,322.54,72,0.0,0.0,86,644.24,966.79,0,-1
7,CREDIT,157.97,91,0.0,0.0,99,4436.14,4594.12,0,-1
7,DEPOSIT,149.36,41,165.77,16.41,99,4594.12,4743.47,0,-1
7,CREDIT,247.72,48,0.0,0.0,99,4743.47,4991.2,0,-1
7,DEPOSIT,119.11,46,396.86,277.75,11,1572.25,1691.35,0,-1
7,DEPOSIT,264.01,53,775.59,511.58,22,629.63,893.64,0,-1
7,DEPOSIT,379.01,88,3270.93,2891.92,77,4000.48,4379.49,0,-1
7,DEPOSIT,100.11,40,117.08,16.97,82,848.07,948.18,0,-1
7,CREDIT,1487.97,32,0.0,0.0,27,184.44,1672.41,0,-1
8,DEPOSIT,599.25,94,1432.24,832.99,99,4991.2,5590.45,0,-1
8,DEPOSIT,417.95,75,817.64,399.68,11,1691.35,2109.32,0,-1
8,CHECK,417.95,75,399.68,0.0,78,2870.45,3288.41,0,-1
8,CHECK,417.95,75,0.0,0.0,25,0.0,417.95,0,-1
8,CREDIT,417.95,75,0.0,0.0,73,322.54,740.51,0,-1
8,DEPOSIT,417.95,75,0.0,0.0,96,335.47,753.44,0,-1
8,CHECK,417.95,75,0.0,0.0,98,599.03,1016.99,0,-1
8,CHECK,417.95,75,0.0,0.0,65,118.66,536.63,0,-1
8,CHECK,100.11,40,16.97,0.0,82,948.18,1048.29,0,-1
8,DEPOSIT,216.08,52,0.0,0.0,77,4379.49,4595.58,0,-1
8,DEPOSIT,149.36,41,16.41,0.0,99,5590.45,5739.81,0,-1
8,DEPOSIT,156.75,47,0.0,0.0,77,4595.58,4752.33,0,-1
8,CREDIT,119.11,46,277.75,158.64,11,2109.32,2228.42,0,-1
8,DEPOSIT,317.95,89,861.85,543.89,88,2891.92,3209.89,0,-1
8,DEPOSIT,586.57,55,506.98,0.0,0,0.0,586.57,0,-1
8,CHECK,465.04,44,0.0,0.0,88,3209.89,3674.92,0,-1
8,WIRE,248.77,43,0.0,0.0,33,1492.67,1741.45,0,-1
8,CHECK,247.72,48,0.0,0.0,99,5739.81,5987.52,0,-1
8,CREDIT,180.32,50,322.54,142.22,23,928.8,1109.13,0,-1
8,CHECK,495.3,74,504.76,9.45,88,3674.92,4170.24,0,-1
8,CREDIT,495.3,74,9.45,0.0,66,73.83,569.14,0,-1
8,CHECK,495.3,74,0.0,0.0,89,543.89,1039.2,0,-1
8,DEPOSIT,495.3,74,0.0,0.0,48,0.0,495.3,0,-1
8,CHECK,495.3,74,0.0,0.0,81,251.57,746.88,0,-1
8,CREDIT,495.3,74,0.0,0.0,60,315.13,810.44,0,-1
8,WIRE,495.3,74,0.0,0.0,41,0.0,495.3,0,-1
8,CREDIT,495.3,74,0.0,0.0,75,0.0,495.3,0,-1
8,DEPOSIT,495.3,74,0.0,0.0,20,0.0,495.3,0,-1
8,DEPOSIT,495.3,74,0.0,0.0,87,757.67,1252.97,0,-1
8,DEPOSIT,38.16,10,0.0,0.0,78,3288.41,3326.57,0,-1
8,CREDIT,38.16,10,0.0,0.0,91,0.0,38.16,0,-1
8,DEPOSIT,38.16,10,0.0,0.0,70,79.16,117.33,0,-1
8,CHECK,38.16,10,0.0,0.0,93,1565.71,1603.88,0,-1
8,DEPOSIT,38.16,10,0.0,0.0,41,495.3,533.47,0,-1
8,CREDIT,501.58,54,0.0,0.0,55,0.0,501.58,0,-1
8,DEPOSIT,455.13,85,331.32,0.0,11,2228.42,2683.56,0,-1
8,CHECK,144.8,51,103.16,0.0,89,1039.2,1184.0,0,-1
8,DEPOSIT,574.09,45,0.0,0.0,78,3326.57,3900.66,0,-1
8,DEPOSIT,264.01,53,511.58,247.57,22,893.64,1157.65,0,-1
8,CHECK,393.51,49,0.0,0.0,1,1340.16,1733.67,0,-1
8,CREDIT,278.26,83,0.0,0.0,88,4170.24,4448.5,0,-1
8,CHECK,373.51,42,0.0,0.0,77,4752.33,5125.85,0,-1
9,CHECK,156.75,47,0.0,0.0,77,5125.85,5282.6,0,-1
9,DEPOSIT,119.11,46,158.64,39.53,11,2683.56,2802.66,0,-1
9,DEPOSIT,264.01,53,247.57,0.0,22,1157.65,1421.66,0,-1
9,CHECK,574.09,45,0.0,0.0,78,3900.66,4474.75,0,-1
9,CREDIT,393.51,49,0.0,0.0,1,1733.67,2127.18,0,-1
9,DEPOSIT,149.36,41,533.47,384.11,99,5987.52,6136.89,0,-1
9,CREDIT,290.1,92,802.82,512.71,99,6136.89,6427.0,0,-1
9,DEPOSIT,216.08,52,0.0,0.0,77,5282.6,5498.69,0,-1
9,DEPOSIT,155.13,57,548.59,393.46,66,569.14,724.27,0,-1
9,CHECK,110.91,56,309.36,198.45,22,1421.66,1532.57,0,-1
9,DEPOSIT,501.58,54,0.0,0.0,55,501.58,1003.17,0,-1
9,CHECK,465.04,44,0.0,0.0,88,4448.5,4913.54,0,-1
9,CHECK,180.32,50,142.22,0.0,23,1109.13,1289.45,0,-1
9,DEPOSIT,181.16,86,966.79,785.63,99,6427.0,6608.16,0,-1
9,CREDIT,247.72,48,495.3,247.58,99,6608.16,6855.87,0,-1
9,WIRE,248.77,43,0.0,0.0,33,1741.45,1990.23,0,-1
9,CHECK,187.67,77,5498.69,5311.01,34,0.0,187.67,0,-1
9,CREDIT,187.67,77,5311.01,5123.33,68,0.0,187.67,0,-1
9,CHECK,187.67,77,5123.33,4935.65,47,0.0,187.67,0,-1
9,CHECK,187.67,77,4935.65,4747.97,29,790.14,977.82,0,-1
9,CHECK,187.67,77,4747.97,4560.29,82,1048.29,1235.96,0,-1
9,DEPOSIT,187.67,77,4560.29,4372.61,72,0.0,187.67,0,-1
9,DEPOSIT,187.67,77,4372.61,4184.93,95,769.78,957.45,0,-1
9,CHECK,187.67,77,4184.93,3997.25,96,753.44,941.11,0,-1
9,DEPOSIT,187.67,77,3997.25,3809.57,52,0.0,187.67,0,-1
9,WIRE,187.67,77,3809.57,3621.89,42,0.0,187.67,0,-1
9,WIRE,187.67,77,3621.89,3434.21,65,536.63,724.3,0,-1
9,CREDIT,175.75,76,392.76,217.0,44,0.0,175.75,0,-1
9,CHECK,175.75,76,217.0,41.25,69,118.94,294.7,0,-1
9,CHECK,175.75,76,41.25,0.0,80,441.48,617.25,0,-1
9,CREDIT,175.75,76,0.0,0.0,72,187.67,363.44,0,-1
9,CHECK,175.75,76,0.0,0.0,61,453.07,628.83,0,-1
9,CHECK,175.75,76,0.0,0.0,95,957.45,1133.21,0,-1
9,CHECK,175.75,76,0.0,0.0,51,0.0,175.75,0,-1
9,DEPOSIT,175.75,76,0.0,0.0,63,489.0,664.76,0,-1
9,CHECK,175.75,76,0.0,0.0,74,0.0,175.75,0,-1
9,CHECK,175.75,76,0.0,0.0,32,0.0,175.75,0,-1
9,DEPOSIT,100.11,40,0.0,0.0,82,1235.96,1336.08,0,-1
9,CREDIT,189.82,80,617.25,427.42,77,3434.21,3624.03,0,-1
9,CHECK,586.57,55,1003.17,416.6,0,586.57,1173.14,0,-1
9,CHECK,373.51,42,187.67,0.0,77,3624.03,3997.55,0,-1
9,CREDIT,800.57,36,0.0,0.0,34,187.67,988.25,0,-1
9,CHECK,144.8,51,175.75,30.95,89,1184.0,1328.8,0,-1
10,DEPOSIT,554.96,35,0.0,0.0,67,0.0,554.96,0,-1
10,CHECK,110.91,56,198.45,87.54,22,1532.57,1643.48,0,-1
10,WIRE,155.13,57,393.46,238.33,66,724.27,879.4,0,-1
10,DEPOSIT,247.72,48,247.58,0.0,99,6855.87,7103.6,0,-1
10,CHECK,119.11,46,39.53,0.0,11,2802.66,2921.78,0,-1
10,DEPOSIT,149.36,41,384.11,234.75,99,7103.6,7252.95,0,-1
10,CHECK,501.58,54,0.0,0.0,55,416.6,918.19,0,-1
10,CHECK,216.08,52,187.67,0.0,77,3997.55,4213.64,0,-1
10,DEPOSIT,574.09,45,0.0,0.0,78,4474.75,5048.84,0,-1
10,CHECK,309.48,59,502.09,192.6,89,1328.8,1638.29,0,-1
10,CREDIT,384.67,78,5048.84,4664.16,77,4213.64,4598.32,0,-1
10,DEPOSIT,384.67,78,4664.16,4279.48,45,0.0,384.67,0,-1
10,CHECK,384.67,78,4279.48,3894.8,14,0.0,384.67,0,-1
10,CHECK,384.67,78,3894.8,3510.12,80,427.42,812.1,0,-1
10,CREDIT,384.67,78,3510.12,3125.44,92,512.71,897.39,0,-1
10,WIRE,384.67,78,3125.44,2740.76,83,0.0,384.67,0,-1
10,CHECK,384.67,78,2740.76,2356.08,72,363.44,748.11,0,-1
10,DEPOSIT,384.67,78,2356.08,1971.4,62,441.21,825.89,0,-1
10,CREDIT,384.67,78,1971.4,1586.72,21,0.0,384.67,0,-1
10,DEPOSIT,393.51,49,0.0,0.0,1,2127.18,2520.68,0,-1
10,CREDIT,373.51,42,0.0,0.0,77,4598.32,4971.84,0,-1
10,CREDIT,156.75,47,187.67,30.92,77,4971.84,5128.59,0,-1
10,DEPOSIT,179.33,96,941.11,761.78,99,7252.95,7432.29,0,-1
10,DEPOSIT,368.48,79,1491.88,1123.39,44,175.75,544.25,0,-1
10,CREDIT,368.48,79,1123.39,754.9,88,4913.54,5282.03,0,-1
10,CHECK,368.48,79,754.9,386.41,36,0.0,368.48,0,-1
10,DEPOSIT,368.48,79,386.41,17.92,28,0.0,368.48,0,-1
10,CREDIT,368.48,79,17.92,0.0,17,0.0,368.48,0,-1
10,CHECK,368.48,79,0.0,0.0,91,38.16,406.65,0,-1
10,CHECK,368.48,79,0.0,0.0,92,897.39,1265.88,0,-1
10,DEPOSIT,368.48,79,0.0,0.0,82,1336.08,1704.57,0,-1
10,CHECK,368.48,79,0.0,0.0,74,175.75,544.25,0,-1
10,CHECK,368.48,79,0.0,0.0,96,761.78,1130.28,0,-1
10,CHECK,368.48,79,0.0,0.0,75,495.3,863.79,0,-1
10,CHECK,368.48,79,0.0,0.0,86,785.63,1154.12,0,-1
10,CHECK,604.2,20,495.3,0.0,55,918.19,1522.4,0,-1
10,DEPOSIT,180.32,50,0.0,0.0,23,1289.45,1469.77,0,-1
10,CHECK,465.04,44,544.25,79.2,88,5282.03,5747.06,0,-1
10,DEPOSIT,63.4,19,159.63,96.22,99,7432.29,7495.69,0,-1
10,DEPOSIT,63.4,19,96.22,32.82,37,0.0,63.4,0,-1
10,CHECK,63.4,19,32.82,0.0,28,368.48,431.89,0,-1
10,CREDIT,63.4,19,0.0,0.0,7,0.0,63.4,0,-1
10,DEPOSIT,63.4,19,0.0,0.0,85,0.0,63.4,0,-1
